Date,MSFT.O,AAPL.O,V.N,MA.N,INTC.O,CSCO.O,JNJ.N,UNH.N,MRK.N,PFE.N,ABT.N,MDT.N,JPM.N,BAC.N,WFC.N,C.N,USB.N,GOOGL.O,T.N,DIS.N,VZ.N,CMCSA.O,AMZN.O,HD.N,MCD.N,NKE.N,SBUX.O,LOW.N
2015/1/20,46.39,108.72,256.84,84.26,36.09,28.07,101.29,105.62,62.61,33.1,44.22,72.2,55.71,15.26,52,47.26,41.21,509.94,33.95,94.74,48.18,55.81,289.44,103.25,90.8,93.61,81.225,66.52
2015/1/21,45.92,109.55,257.28,83.72,36.48,27.84,101.9,109.32,62.16,32.64,44.06,73.06,55.89,15.41,52.1,47.74,42.2,520.39,34,94.17,48.25,55.77,297.25,103.53,90.34,93.51,81.29,67.32
2015/1/22,47.13,112.4,257.6,84.38,36.91,28.5,103.76,113.85,62.59,32.81,44.49,75.48,57.59,16.09,53.77,49.57,43.43,537.3,33.79,95.15,47.8,56.57,310.32,106.07,90.89,95.85,82.74,69.55
2015/1/23,47.18,112.98,258.29,84.39,36.445,28.21,102.2,112,62.49,32.45,43.86,76.95,56.68,15.73,53.26,48.62,43.32,541.95,33.37,94.72,47.15,56.31,312.39,105.37,89.56,96.16,88.22,69.71
2015/1/26,47.01,113.1,256.53,83.6,35.805,27.97,102.26,111.61,62.82,32.8,44.15,75.59,56.77,15.85,53.58,48.89,43.53,536.72,33.18,94.97,46.96,56.69,309.66,106.36,90.67,96.35,88.12,70.44
2015/1/27,42.66,109.14,250.99,81.77,34.185,26.9,102.09,110.01,62.56,32.6,43.68,75.26,56.2,15.63,52.97,48.31,42.98,521.19,32.81,93.97,46.35,56.355,306.75,105.16,89.57,94.5,88.34,69.85
2015/1/28,41.19,115.31,246.36,80.74,33.775,26.805,101.48,108.46,61.45,31.95,43.41,73.41,54.75,15.2,52.16,47.11,42.1,512.43,32.68,92.67,46.05,54.59,303.91,104.74,88.78,93.31,87.565,69.22
2015/1/29,42.01,118.9,248,81.38,34.21,27.22,102.38,109.39,62.09,31.83,45.26,73.01,55.67,15.43,52.76,47.62,42.57,513.23,32.96,93.22,46.11,53.87,311.78,107.62,93.27,94.87,89.05,69.93
2015/1/30,40.4,117.16,254.91,82.03,33.04,26.365,100.14,106.25,60.28,31.25,44.76,71.4,54.38,15.15,51.92,46.95,41.91,537.55,32.92,90.96,45.71,53.145,354.53,104.42,92.44,92.25,87.53,67.76
2015/2/2,41.28,118.63,255.34,82.98,33.65,26.83,100.83,107.29,60.88,31.65,45.23,72.76,55.47,15.46,52.81,47.72,42.73,532.2,33.56,91.93,46.98,53.81,364.47,104.43,92.51,91.92,87.99,68.41
2015/2/3,41.6,118.65,259.79,83.81,33.7,27.12,102.46,107.81,61.02,32.02,45.83,74.79,56.72,15.89,53.45,48.88,43.28,533.3,34.34,94.1,47.83,55.41,363.55,107.24,93.92,93.35,88.49,69.63
2015/2/4,41.84,119.56,264.89,84.18,33.6,26.69,101.36,107.92,59.05,32.07,45.17,74.13,56.38,15.79,53.03,48.4,43.58,526.1,34.41,101.28,47.8,56.9,364.75,108.41,94.05,92.54,88.7,70.67
2015/2/5,42.45,119.94,271.8,85.82,33.94,27.26,102.46,108.82,59.17,32.99,45.65,75.32,56.77,15.97,53.67,48.54,44,529.83,34.54,102.64,47.86,56.97,373.89,108.99,94.34,93.34,89.64,71.47
2015/2/6,42.41,118.93,267.42,84.16,33.295,27.24,101.1,107.6,58.79,33.17,45.5,74.47,57.89,16.49,54.45,49.14,44.41,533.875,34.87,102.02,49.33,56.92,374.28,109.04,93.99,91.79,89,71.9
2015/2/9,42.36,119.72,265.46,84.59,32.93,27.12,99.78,106.49,58.33,33.07,44.52,73.62,57.82,16.35,54.21,49.21,44.17,529.28,34.64,101.73,49.09,57.09,370.56,108.34,92.72,91.17,88.82,70.95
2015/2/10,42.6,122.02,264.55,84.23,33.7,27.49,100.35,108.97,58.85,34.15,44.92,74.87,58.46,16.42,54.57,49.39,44.52,540.16,34.85,101.92,49.51,57.41,372.995,110.67,94.02,92.75,91.18,71.76
2015/2/11,42.38,124.88,265.99,84.46,33.55,26.93,100.38,109.85,58.74,34.25,44.93,74.39,58.37,16.36,53.9,49.68,44.27,538,34.39,101.87,49.81,57.78,375.14,110.31,94.21,91.31,90.79,71.43
2015/2/12,43.09,126.46,270.91,87.52,34.125,29.46,98.44,109.84,58.88,34.87,45.22,74.93,59.57,16.67,54.86,50.89,45.12,546.01,34.61,103.58,49.52,58.38,377.17,112.16,95.09,92,91.825,72.19
2015/2/13,43.87,127.08,269.63,87.14,34.36,29.43,99.62,109.44,58.81,34.64,46.09,75.26,59.67,16.61,55.33,51.2,45.07,551.16,34.66,104.17,49.31,59.465,381.83,111.89,95.65,92.04,91.58,72.05
2015/2/17,43.58,127.83,270.87,87.52,34.735,29.31,100.44,109.76,58.79,34.58,46.41,78.07,60.1,16.63,55.37,51.69,45.07,545.01,34.71,104.12,49.18,58.8,375.43,112,94.35,91.86,92.03,72.47
2015/2/18,43.53,128.715,269.12,87.73,34.265,29.49,99.96,109.77,58.8,34.48,46.41,78.5,59.37,16.3,54.52,51.42,44.53,542.65,34.49,103.86,48.94,58.22,373.37,111.99,94.58,93.62,93,72.52
2015/2/19,43.5,128.45,269.1,89.2,34.21,29.31,100.7,110.03,58.3,34.41,46.61,78.13,59.23,16.21,54.56,51.12,44.32,546.45,34.09,103.89,48.91,57.85,378.995,110.94,94.19,93.7,93.17,72.29
2015/2/20,43.855,129.495,273,90.79,34.41,29.61,100.26,112.62,58.35,34.56,47.48,78.79,59.8,16.38,54.83,51.78,44.62,541.8,34.08,104.55,48.97,58.5,383.66,112.24,94.19,94.93,93.51,73.56
2015/2/23,44.15,133,273.01,91.12,33.76,29.63,100.18,116.4,58.3,34.39,47.32,79.25,59.35,16.2,55.1,51.32,44.48,535,33.85,104.99,48.77,58.21,380.14,112.28,94.31,95.01,93.58,73.73
2015/2/24,44.09,132.17,272.47,91.32,34.41,29.63,100.7,115.43,58.36,34.34,47.47,79.02,60.82,16.38,55.37,51.9,44.72,538.65,34.05,104.67,49.22,59.17,378.59,116.75,94.98,95.42,93.45,74.65
2015/2/25,43.99,128.79,273.01,92.67,33.945,29.49,101.21,114.05,58.49,34.66,47.4,78.63,61.14,16.49,55.33,52.09,44.84,547.33,34.21,105.57,49.2,59.62,385.37,116.31,98.66,96.82,94.26,74.43
2015/2/26,44.055,130.415,273.75,91.26,33.65,29.91,102.8,113.66,58.96,34.59,47.61,78.81,61.58,16.04,55.15,52.41,44.93,559.29,34.5,104.56,49.37,59.15,384.8,115.38,99.51,96.99,94.55,74.1
2015/2/27,43.85,128.46,271.31,90.13,33.25,29.51,102.51,113.63,58.54,34.32,47.37,77.59,61.28,15.81,54.79,52.42,44.61,562.63,34.56,104.08,49.45,59.38,380.16,114.75,98.9,97.12,93.485,74.09
2015/3/2,43.88,129.09,278.29,92.02,34.06,30.19,103.22,114.4,58.58,34.77,47.22,78.83,61.77,16.01,55.55,53.49,44.88,575.02,34.64,105.89,49.47,59.87,385.655,116.12,100,98.75,94.225,75.09
2015/3/3,43.28,129.36,275.3,90.97,34.095,29.54,102.34,112.86,58.34,34.56,47.09,78.03,61.97,16.04,55.45,53.73,44.75,578.795,34.41,106.35,49.55,59.96,384.61,116.07,99.74,97.97,94,75.01
2015/3/4,43.055,128.54,273.75,91.71,34.12,29.33,101.65,113.82,57.88,34.64,47.01,78.19,62.13,15.84,54.82,53.67,44.41,578.33,34,105.57,49.07,60.43,382.72,114.76,100.25,97.52,93.06,74.02
2015/3/5,43.11,126.41,274.13,92.81,33.73,29.3,102.52,114.79,57.98,34.47,47.44,78.5,62,16,54.84,53.56,44.58,581.435,34,105.03,48.92,60.325,387.83,115.91,99.11,98.46,93.63,74.56
2015/3/6,42.36,126.6,269.34,90.79,33.19,28.925,100.11,112.88,56.84,33.97,46.5,76.48,60.89,16.22,54.59,53.06,44.67,572.9,33.48,103.82,48.29,60.37,380.09,114.45,97.13,96.91,92.215,73.51
2015/3/9,42.85,127.14,271.42,91.12,32.72,29.36,100.66,114.9,57.26,34.03,46.83,76.9,61.5,16.17,54.67,52.95,44.89,574.1,33.35,105.26,48.23,60.57,378.56,115.25,97.71,97.43,93.04,74.26
2015/3/10,42.03,124.51,265.2,88.84,31.7,28.66,99.53,112.46,56.58,33.78,46.17,75.87,59.96,15.79,53.29,51.23,43.71,559.85,32.78,103.09,47.51,58.7,369.51,112.56,96.29,96.51,92.18,73.06
2015/3/11,41.98,122.24,264.75,86.97,32.33,28.26,98.32,112.72,56.06,33.63,46.3,76.05,60.24,16.11,53.7,52.33,43.75,555.69,32.62,102.89,47.68,58.06,366.37,113.07,94.96,95.34,91.42,73.07
2015/3/12,41.02,124.45,269.58,89.25,30.8,28.24,99.83,114.88,56.17,34,47.25,76.76,61.37,16.09,55.59,54.08,44.47,561.17,33.13,107.17,48.73,59.33,374.24,116.1,96.25,97.04,93.38,74.94
2015/3/13,41.38,123.59,265.03,87.75,30.93,27.94,99.21,115.25,56.2,34,46.88,76.47,61,16.09,55.34,53.54,44.29,553,32.76,106.44,48.84,59.05,370.58,114.82,96.35,95.81,93.29,74.16
2015/3/16,41.56,124.95,269.02,88.71,30.83,28.3,101.06,118.52,57.12,34.44,47.83,77.67,61.85,16.13,55.73,53.69,44.97,561.64,33.06,107.37,49.27,59.75,373.35,116.5,97.15,96.44,94.045,75.44
2015/3/17,41.695,127.04,264.5,87.97,30.59,28.15,99.89,117.6,56.47,34.17,47.09,76.72,61.61,16.09,55.91,53.84,44.95,557.61,32.9,106.96,48.95,59.13,371.92,115.58,96.17,96.54,94.385,74.57
2015/3/18,42.5,128.47,267.67,88.88,30.89,28.15,101.46,119.96,57.65,34.38,47.39,77.61,61.75,15.98,56.17,53.72,44.85,566.16,33.59,107.97,49.54,58.99,375.135,116.08,97,97.51,95.84,74.52
2015/3/19,42.285,127.495,66.81,89.02,30.74,28.26,101.69,120.76,58.21,34.15,47.44,77.66,61.2,15.61,55.51,52.38,44.44,563.67,33.2,107.37,49.3,58.745,373.24,115.16,95.98,98.32,97.76,74.56
2015/3/20,42.88,125.9,67.41,89.82,31.31,28.44,102.4,119.14,58.58,34.25,47.47,78.02,61.75,15.84,56.01,52.98,44.86,564.95,33.23,108.43,49.56,59.45,378.49,117.49,97.05,101.98,97.46,75.23
2015/3/23,42.855,127.21,67.08,89.33,31.2,28.405,102.98,119.04,58.73,35.05,47.47,78.67,61.14,15.72,55.78,52.48,44.71,565.37,33.28,108.22,49.64,59.12,375.11,116.07,98.62,101.46,97.37,75.37
2015/3/24,42.9,126.69,67.1,89.49,30.79,28,101.96,118.12,58.63,34.52,47,78.72,60.46,15.61,55.35,51.94,44.2,577.54,33.07,107.11,49.41,57.57,374.09,116.15,99.36,100.65,97.915,75.61
2015/3/25,41.46,123.38,65.73,87.37,29.89,27.46,100.34,116.54,58.26,34.3,46.53,77.6,59.61,15.41,54.54,51.38,43.42,567,32.62,105,48.73,56.525,370.96,113.68,98.14,98.99,95.77,74.26
2015/3/26,41.21,124.24,65.59,87.93,30.08,27.09,100.14,116.25,57.6,34.16,46.5,76.61,59.54,15.42,54.5,51.19,43.25,563.64,32.82,105.24,48.42,55.91,367.35,112.37,97.64,99.33,95.08,72.86
2015/3/27,40.97,123.25,65.54,87.25,32,27.13,100.34,118.01,57.75,34.53,46.78,77.38,59.55,15.31,54.12,51,42.86,557.55,32.75,105.48,48.56,55.94,370.56,113.86,96.96,99.88,95.07,73.67
2015/3/30,40.96,126.37,65.66,87.67,31.46,27.65,101.55,121,58.34,35,47.08,78.42,60.96,15.52,54.77,51.64,43.79,561.135,32.97,106.12,49.12,56.61,374.59,114.63,97.88,100.89,95.98,74.8
2015/3/31,40.655,124.43,65.41,86.39,31.27,27.525,100.6,118.29,57.48,34.79,46.33,77.99,60.58,15.39,54.4,51.52,43.67,554.7,32.65,104.89,48.63,56.47,372.1,113.61,97.44,100.33,94.7,74.39
2015/4/1,40.72,124.25,65.18,86.74,30.81,27.25,99.15,117.45,56.86,34.33,45.89,76.14,59.95,15.41,53.94,51.62,43.49,549.49,32.89,105.44,48.92,57.06,370.255,113.13,96.29,99.55,93.02,74.39
2015/4/2,40.29,125.32,65.29,87.03,30.81,27.13,99.64,117.36,57.1,34.38,46.13,76.87,60.52,15.54,54.37,51.86,43.71,541.31,33.13,106,49.47,57.94,372.25,114.54,95.83,99.66,94.39,74.84
2015/4/6,41.545,127.35,65.2,87.34,31.04,27.22,99.16,117.7,57.18,34.48,46.3,77.36,60.47,15.51,54.08,51.62,43.32,543.95,33.33,105.63,49.63,58.21,377.04,114.95,96.28,99.73,94.52,75.06
2015/4/7,41.53,126.01,65.8,87.92,31.26,27.39,100.1,117.35,57.43,34.54,46.19,77.18,60.85,15.46,54.02,51.52,43.35,544.86,33.16,105.43,49.27,58.315,374.41,114.3,96.35,99.61,94.07,74.11
2015/4/8,41.42,125.6,66.5,89.32,31.31,27.55,100.16,118.19,57.15,34.64,46.61,76.39,61.05,15.61,54,51.89,43.43,548.84,32.65,106.36,49.13,59.18,381.2,115.59,96.85,100.84,95.23,74.81
2015/4/9,41.48,126.56,66.44,89.06,31.24,27.625,101.33,118.55,57.43,35.03,47,77.13,61.47,15.71,54.19,52.13,43.57,548.02,32.69,106.77,49.01,59.59,383.54,114.57,96.55,100.72,47.96,74.25
2015/4/10,41.72,127.1,66.34,88.57,31.93,28.04,102.06,119,57.25,35.44,47.15,77.93,61.7,15.72,54.32,52.43,43.75,548.54,32.77,106.95,49.22,59.81,382.65,115.24,97.8,99.97,48.17,74.9
2015/4/13,41.76,126.85,65.61,88.25,31.73,27.98,100.55,119.37,56.73,35.09,46.53,78.08,62.07,15.8,54.59,52.66,44.09,548.64,32.88,106.51,49.04,58.78,382.36,114.44,97.44,99.27,48.5,73.81
2015/4/14,41.65,126.3,65.53,89.12,31.49,27.81,100.52,119.92,57.76,35.03,46.7,77.89,63.04,15.82,54.19,52.73,43.53,539.78,32.69,106.66,49.18,58.975,385.11,114.05,97.58,99.53,48.3,73.98
2015/4/15,42.255,126.78,65.68,89.25,32.83,28.25,100.6,117.32,58.45,35.21,46.83,77.91,64.21,15.64,54.81,53.21,43.43,541.04,32.89,106.98,49.39,59.91,383.45,113.45,96.44,99.83,48.14,73.41
2015/4/16,42.16,126.17,65.65,88.72,32.87,28.6,99.79,121.6,57.84,35.19,46.52,77.02,63.81,15.79,54.81,54.02,42.94,543.52,32.75,108.1,49.27,59.67,386.04,113.37,95.63,99.9,48.245,74.08
2015/4/17,41.615,124.75,64.52,86.93,32.47,27.915,99.58,118.71,56.88,35.04,46.25,76.49,62.84,15.56,54.05,53.07,42.44,532.74,32.51,106.69,48.9,58.42,375.56,112.1,94.88,98.55,47.62,72.55
2015/4/20,42.905,127.6,64.72,87.33,32.73,28.48,100.21,118.58,57.61,35.01,46.63,77.14,63.24,15.57,54.36,53.2,42.76,544.53,32.83,108.22,49.38,58.47,389.51,112.86,96.18,99.99,47.97,72.63
2015/4/21,42.635,126.91,65.35,87.77,32.43,28.69,100.3,119.28,57.66,34.89,47.12,77.08,62.31,15.5,54.28,52.48,42.5,542.925,32.66,107.68,49.17,58.84,391.18,113.17,94.87,100.29,48.37,73.24
2015/4/22,42.985,128.62,68.01,91.2,32.7,28.62,100.43,117.81,57.69,34.93,48.35,78.01,62.94,15.74,54.67,53.1,42.83,549.18,32.86,107.94,49.57,58.76,389.8,112.99,97.84,100.15,48.335,73.07
2015/4/23,43.34,129.67,67.72,90.88,32.35,28.675,100.46,118.26,57.51,35.36,48.46,78.5,62.8,15.69,54.86,53.22,42.82,557.46,34.23,109,50.05,59.23,389.99,113.96,97,101.11,49.43,73.37
2015/4/24,47.87,130.28,67.48,90.72,32.08,28.82,101.08,118.69,57.6,35.27,48.32,77.61,62.6,15.64,54.7,52.9,42.74,573.66,34.01,109.53,50.03,59.64,445.1,113.7,98.74,100.95,51.84,73.16
2015/4/27,48.03,132.65,67.1,89.75,32.5,28.89,100.58,116.24,57.1,34.59,47.49,76.21,62.34,15.56,54.97,52.8,42.56,566.12,34.09,110.16,50.08,58.88,438.56,111.39,96.44,100.94,50.87,71.84
2015/4/28,49.155,130.56,66.77,90.23,33.02,29.32,100.74,117.59,59.98,34.48,47.59,76.52,62.76,15.65,55.41,53.02,42.87,564.37,34.86,109.92,50.55,59,429.31,110.58,96.83,99.86,50.61,71.74
2015/4/29,49.06,128.64,67.34,90.25,32.885,29.05,100.39,113.61,59.68,34.29,47.17,75.69,63.6,15.98,55.46,53.76,42.98,561.39,34.76,109.81,50.47,58.34,429.37,108.71,97.02,100.17,50.65,70.44
2015/4/30,48.64,125.15,66.05,90.21,32.55,28.83,99.2,111.4,59.56,33.93,46.42,74.45,63.26,15.93,55.1,53.32,42.87,548.77,34.64,108.72,50.44,57.76,421.78,106.98,96.55,98.84,49.58,68.86
2015/5/1,48.655,128.95,65.77,91.25,33.42,29.13,100.13,113.2,59.86,34.08,46.69,75.6,63.61,16.11,55.19,53.76,42.91,551.16,34.42,110.52,50.41,58.41,422.87,109.55,97.8,100.78,50.29,70.7
2015/5/4,48.24,128.7,65.58,91.18,33.43,29.17,100.35,114.56,60.64,34.32,47,75.9,64.72,16.44,55.73,54.17,43.54,552.84,34.53,111.03,50.52,58.78,423.04,110.06,96.13,100.83,50.445,71.25
2015/5/5,47.6,125.8,65.96,90.78,32.64,28.89,99.5,113.37,60.49,34.12,46.85,74.91,64.4,16.35,55.72,53.35,43.25,543.045,33.72,110.81,50.09,57.98,421.19,108.06,96.13,100.42,49.405,70.43
2015/5/6,46.28,125.01,65.67,90.57,32.22,28.97,99.17,113.49,60.26,33.46,46.54,74.32,63.92,16.29,54.92,52.82,43.1,535.08,33.38,109.72,49.64,57.66,419.1,108.31,96.39,100.22,48.93,70.77
2015/5/7,46.7,125.26,66.58,92.05,32.245,28.805,99.66,114.76,60.3,33.58,46.5,74.6,64.5,16.24,54.81,53.31,43.1,542.04,33.37,109.26,49.73,57.92,426.88,110.04,96.78,101.45,49.35,72.29
2015/5/8,47.75,127.62,69.47,93.51,32.8,29.23,101.47,115.68,60.74,34.02,47.57,76.21,65.49,16.45,56.05,54.02,43.86,548.95,33.69,110.11,50.14,58.41,433.69,112.47,98.23,102.44,49.78,73.26
2015/5/11,47.37,126.32,69.02,92.52,32.69,29.21,101.03,114.77,60,33.96,47.33,76.02,65.45,16.49,55.51,53.97,43.75,545.78,33.49,108.6,49.8,57.765,432.85,111.9,97.51,102.79,49.5,73.22
2015/5/12,47.35,125.865,68.69,92.39,32.25,29.23,100.47,114.64,59.44,33.78,47.13,75.2,65.36,16.43,55.47,53.74,43.9,538.73,33.66,109.24,49.62,57.325,431.02,112.52,97.95,102.37,49.71,73.67
2015/5/13,47.625,126.01,68.65,92.52,32.64,29.35,100.55,115.86,59.18,33.53,47.03,74.86,65.52,16.47,55.6,54.2,44.14,539.49,33.9,109.19,49.73,56.28,426.87,111.19,97.35,102.16,49.59,73.11
2015/5/14,48.72,128.95,70,93.84,32.97,29.05,101.83,118.53,59.78,33.94,48.67,76.26,66.05,16.52,56.04,54.6,44.38,549.2,34.13,109.93,49.97,56.54,432.28,111.94,97.71,103.44,50.555,72.26
2015/5/15,48.295,128.77,69.57,93.22,32.99,29.55,102.3,119.33,60.23,33.99,48.71,76.42,65.88,16.35,55.52,54.24,43.93,546.49,34.33,110.3,49.79,56.64,426,113.35,98.04,104.98,50.8,73.09
2015/5/18,48.01,130.19,70,93.08,33.41,29.76,103.42,119.8,60.01,33.98,48.84,77.47,66.42,16.51,55.75,54.67,44.2,546.67,34.87,110.33,49.6,56.97,425.24,114.33,98.02,104.75,51.18,73.06
2015/5/19,47.58,130.07,70.16,93.8,33.15,29.735,103.96,120.55,60.52,34.21,49.01,78.44,67.01,16.77,56.4,55.33,44.69,549.28,34.37,110.56,49.55,57.23,421.71,112.34,100.68,104.64,51.42,71.83
2015/5/20,47.58,130.06,69.78,93.24,33.37,29.62,103.6,121.24,60.46,34.3,49.14,78.79,66.48,16.74,56.08,54.89,44.09,552.51,34.62,110.2,49.69,57.57,423.86,112.1,100.11,104.61,51.03,68.5
2015/5/21,47.42,131.39,69.37,92.9,33.55,29.43,102.42,120.46,60.1,34.36,49.34,78.41,66.65,16.73,56.01,54.84,43.86,556.81,35.07,110.39,49.9,57.54,431.63,112.01,99.28,104.4,51.33,68.72
2015/5/22,46.9,132.54,69.62,92.69,33.45,29.26,101.35,119.59,59.38,34.28,49.03,77.82,66.47,16.75,56,54.97,43.57,554.52,34.71,110.26,49.61,57.87,427.63,112.16,98.99,104.43,51.48,69.54
2015/5/26,46.59,129.62,68.54,91.89,33.105,28.95,100.82,118.24,58.97,34.11,48.6,76.57,65.73,16.5,55.66,54.24,43.37,547.19,34.67,109.44,49.42,58.59,425.47,110.93,98.46,103.42,50.84,69.58
2015/5/27,47.61,132.045,69.49,92.59,33.71,29.31,101.13,119.45,59.46,34.3,49.01,77.32,66.47,16.74,56.07,54.87,43.86,554.25,34.95,110.37,49.57,59.34,431.42,112.16,98.66,102.84,51.59,70.72
2015/5/28,47.45,131.78,69.56,92.82,34.01,29.35,101.15,119.62,59.7,34.44,49.26,77.21,66.2,16.67,56.21,54.55,43.7,554.18,34.8,110.53,49.54,59.03,426.57,112.19,96.48,102.3,51.81,70.45
2015/5/29,46.86,130.28,68.68,92.26,34.46,29.31,100.14,120.21,60.89,34.75,48.6,76.32,65.78,16.5,55.96,54.08,43.11,545.32,34.54,110.37,49.44,58.46,429.23,111.42,95.93,101.67,51.96,69.98
2015/6/1,47.23,130.535,69.11,92.56,33.905,29.18,100.04,119.86,60.75,34.56,48.94,76.7,66.08,16.55,56.04,54.45,42.97,549.21,34.35,110.96,49.22,58.78,430.92,111.67,96.22,101.76,52.22,70.14
2015/6/2,46.92,129.96,69.04,93.17,33.27,29.08,99.98,117.75,60.24,34.49,48.94,76.88,66.02,16.72,56.18,54.72,43.13,553.95,34.36,110.75,49.14,58.82,430.99,111.59,96.29,102.11,51.73,70.15
2015/6/3,46.85,130.12,68.95,93.5,32.73,29.09,100.09,118.35,60.39,34.41,48.86,76.83,66.7,16.93,56.91,55.63,43.97,555.29,35.03,111.17,49.08,59.32,436.59,113.16,96.52,102.51,52.12,70.65
2015/6/4,46.36,129.36,68.21,92.57,32.31,28.61,99.23,116.65,59.47,34.24,48.68,76.04,66.33,16.78,56.14,55.33,43.49,551.69,35.27,110.3,48.1,58.95,430.78,111.46,96.31,101.95,51.72,70.14
2015/6/5,46.14,128.65,68.37,92.62,31.84,28.58,98.59,116.53,58.99,34.09,48.45,75.46,67.42,17.19,56.61,56.24,43.99,549.53,34.57,110.3,47.23,58.685,426.95,110.37,95.54,102.03,52.19,69.79
2015/6/8,45.73,127.8,67.68,91.9,31.3,28.275,97.96,116.91,58.87,33.98,48.44,75.14,66.89,17.08,56.12,55.65,43.66,543.48,34.59,109.29,47.44,57.865,423.5,109.93,95.32,101.44,51.53,68.68
2015/6/9,45.65,127.42,67.95,92.09,31.25,28.24,98.21,116.99,58.84,34.01,48.18,74.92,67.18,17.31,56.7,56,44.07,542.16,34.51,108.52,47.34,57.85,425.48,109.53,94.73,101.35,51.54,68.53
2015/6/10,46.61,128.88,69.63,94.17,31.82,28.66,98.88,118.55,59.61,34.31,48.5,76.16,68.26,17.59,57.21,57.02,44.81,552.6,34.72,110,47.47,58.23,430.77,110.98,95.3,103.34,52.69,69.17
2015/6/11,46.44,128.59,69.64,94.5,31.85,28.86,99.24,119.32,58.91,34.46,49.06,76.22,68.52,17.49,57.26,57.21,44.85,550.04,34.88,110.62,47.76,58.76,432.97,111.29,95.59,103.88,52.49,69.04
2015/6/12,45.97,127.17,69.33,93.77,31.32,28.54,98.35,117.65,57.87,34.21,48.67,75.52,68.25,17.49,57.09,57.11,44.78,547.47,34.65,109.95,47.25,58.26,429.92,110.6,95.06,103.78,52.63,69.03
2015/6/15,45.475,126.92,68.57,93.3,31.39,28.48,97.49,118.98,57.12,34.04,48.07,75.42,67.99,17.47,56.98,56.65,44.4,543,34.41,110.18,47,58.34,423.67,110.01,94.3,103.35,52.27,69.11
2015/6/16,45.83,127.6,69.01,94.15,31.635,28.71,98.36,121.55,57.71,34.04,48.48,75.6,68.37,17.55,57.22,57.07,44.59,544.87,34.67,111.06,47.42,58.88,427.26,110.23,94.63,104.56,52.965,69.4
2015/6/17,45.97,127.3,68.75,94.45,31.95,28.93,98.73,119.74,57.91,33.98,48.57,75.71,68.14,17.37,57.17,56.54,44.64,546.6,34.8,111.49,47.27,59.62,427.81,110.47,95.22,104.75,53.24,69.67
2015/6/18,46.72,127.88,69.5,96.05,32.38,29.21,100.36,120.89,58.59,34.37,49.94,76.72,68.78,17.38,57.7,56.76,44.78,556.18,35.02,113.22,47.77,60.48,439.39,111.85,96.17,106,54.11,70.15
2015/6/19,46.1,126.6,68.69,94.81,32.07,29.03,99.86,120.33,58.04,34.18,49.89,76.71,68.08,17.17,57.05,56.23,44.64,557.52,34.99,112.62,47.46,60.51,434.92,112.43,96.08,106.53,53.93,69.99
2015/6/22,46.23,127.61,69.09,95.42,32.26,28.94,100.09,120.25,58.83,34.31,50.03,77.21,68.96,17.47,57.91,56.95,44.98,559.68,35.04,113.53,47.53,60.97,436.29,113.07,96.87,106.79,53.9,70.29
2015/6/23,45.91,127.03,69.42,95.7,32.085,28.785,99.78,122.74,59.03,34.5,49.88,76.61,69.75,17.67,57.89,57.39,45.1,563.39,35.91,114.41,47.77,60.76,445.99,113.18,97.18,107.2,54.115,70.6
2015/6/24,45.635,128.11,68.86,95.51,31.91,28.51,99.33,119.17,58.24,34.23,49.5,75.27,69.02,17.49,57.54,56.66,44.74,558.57,35.78,113.77,47.29,60.36,440.84,112.35,96.64,106.22,53.71,70.08
2015/6/25,45.65,127.5,68.62,94.46,31.99,28.4,99.12,122.33,57.9,34.02,49.33,75.48,68.65,17.37,57.17,56.19,44.56,557.95,36.18,114.45,47.44,60.88,440.1,112.24,95.79,105.22,54.07,69.66
2015/6/26,45.26,126.75,68.75,94.51,31.02,28.28,99.64,123.25,58.49,33.92,49.97,75.16,68.95,17.41,57.44,56.34,44.51,553.06,36.12,114.99,47.62,61.27,438.1,112.6,97.29,109.71,54.62,68.61
2015/6/29,44.37,124.53,66.72,92.52,30.39,27.54,97.68,121.19,57.29,33.59,49.01,73.3,67.2,16.89,56.06,54.88,43.41,541.25,35.77,113.05,46.77,59.98,429.86,110.54,95.44,107.67,53.55,67.53
2015/6/30,44.15,125.425,67.15,93.48,30.415,27.46,97.46,122,56.93,33.53,49.08,74.1,67.76,17.02,56.24,55.24,43.4,540.04,35.52,114.14,46.61,60.14,434.09,111.13,95.07,108.02,53.615,66.97
2015/7/1,44.445,126.6,67.85,94.5,30.18,27.35,98.47,123.38,57.6,33.69,49.52,74.08,68.07,17.22,56.91,55.68,44.15,543.3,35.57,115.13,47,62.25,437.39,112.07,95.76,109.43,53.89,67.24
2015/7/2,44.4,126.44,68.24,94.24,30.555,27.33,98.44,121.81,57.67,33.37,49.41,73.81,67.52,17.03,56.74,55.37,43.62,547.34,35.73,114.97,47.2,62.34,437.71,111.49,96.17,109.87,54.24,66.7
2015/7/6,44.39,126,68.12,94.52,30.04,27.22,98.2,122.16,57.55,33.25,49.74,73.53,67.33,16.94,56.44,55.08,43.6,545.62,35.61,115.7,47.04,62.11,436.04,111.32,95.65,109.84,54.305,66.25
2015/7/7,44.3,125.69,67.77,93.89,29.9,27.36,98.92,120.7,57.99,33.73,50.21,73.46,66.8,16.69,56.25,54.5,43.47,550.03,35.77,117.1,47.25,62.51,436.72,112.4,96.68,111.29,54.375,67.37
